model_id,author,downloads,likes,pipeline_tag,library_name,created_at,last_modified,tags
unsloth/gemma-4-12b-it-GGUF,unsloth,711706,548,image-text-to-text,,2026-05-29 11:25:59+00:00,2026-06-09 15:32:24+00:00,"gguf,gemma4,unsloth,gemma,google,gemma4_unified,image-text-to-text,base_model:google/gemma-4-12B-it,base_model:quantized:google/gemma-4-12B-it,license:apache-2.0,endpoints_compatible,region:us,conversational"
microsoft/wavlm-base-plus,microsoft,711650,39,feature-extraction,transformers,2022-03-02 23:29:05+00:00,2021-12-22 17:23:24+00:00,"transformers,pytorch,wavlm,feature-extraction,speech,en,arxiv:1912.07875,arxiv:2106.06909,arxiv:2101.00390,arxiv:2110.13900,deploy:azure,region:us"
state-spaces/mamba-130m-hf,state-spaces,711575,73,text-generation,transformers,2024-03-06 00:07:35+00:00,2024-03-06 00:39:29+00:00,"transformers,safetensors,mamba,text-generation,text-generation-inference,endpoints_compatible,deploy:azure,region:us"
ZhengPeng7/BiRefNet,ZhengPeng7,711238,592,image-segmentation,birefnet,2024-07-12 08:50:09+00:00,2026-02-04 22:43:55+00:00,"birefnet,safetensors,image-segmentation,background-removal,mask-generation,Dichotomous Image Segmentation,Camouflaged Object Detection,Salient Object Detection,pytorch_model_hub_mixin,model_hub_mixin,transformers,custom_code,arxiv:2401.03407,license:mit,endpoints_compatible,region:us"
unsloth/Qwen3.5-4B-GGUF,unsloth,710968,269,image-text-to-text,transformers,2026-03-02 05:46:32+00:00,2026-03-02 14:08:17+00:00,"transformers,gguf,unsloth,image-text-to-text,base_model:Qwen/Qwen3.5-4B,base_model:quantized:Qwen/Qwen3.5-4B,license:apache-2.0,endpoints_compatible,region:us,conversational"
stabilityai/sd-turbo,stabilityai,710008,451,text-to-image,diffusers,2023-11-27 16:41:20+00:00,2024-07-10 11:38:51+00:00,"diffusers,safetensors,text-to-image,diffusers:StableDiffusionPipeline,region:us"
Qwen/Qwen3-VL-8B-Instruct-FP8,Qwen,705992,71,image-text-to-text,transformers,2025-10-11 09:43:02+00:00,2025-11-26 13:18:16+00:00,"transformers,safetensors,qwen3_vl,image-text-to-text,conversational,arxiv:2505.09388,arxiv:2502.13923,arxiv:2409.12191,arxiv:2308.12966,base_model:Qwen/Qwen3-VL-8B-Instruct,base_model:quantized:Qwen/Qwen3-VL-8B-Instruct,license:apache-2.0,endpoints_compatible,fp8,deploy:azure,region:us"
rednote-hilab/dots.mocr,rednote-hilab,705678,131,image-text-to-text,dots_mocr,2026-03-19 16:51:10+00:00,2026-04-20 13:01:17+00:00,"dots_mocr,safetensors,dots_ocr,text-generation,image-to-text,ocr,document-parse,layout,table,formula,transformers,custom_code,image-text-to-text,conversational,en,zh,multilingual,arxiv:2603.13032,license:mit,eval-results,region:us"
Qwen/Qwen3-TTS-12Hz-1.7B-VoiceDesign,Qwen,703086,361,text-to-speech,qwen-tts,2026-01-21 08:55:55+00:00,2026-01-29 08:04:19+00:00,"qwen-tts,safetensors,qwen3_tts,audio,tts,qwen,multilingual,text-to-speech,arxiv:2601.15621,license:apache-2.0,region:us"
Qwen/Qwen3-TTS-12Hz-0.6B-Base,Qwen,702434,243,text-to-speech,,2026-01-21 08:58:06+00:00,2026-01-29 08:01:19+00:00,"safetensors,qwen3_tts,audio,tts,voice-clone,text-to-speech,zh,en,ja,ko,de,fr,ru,pt,es,it,arxiv:2601.15621,license:apache-2.0,region:us"
jonatasgrosman/wav2vec2-large-xlsr-53-dutch,jonatasgrosman,701228,15,automatic-speech-recognition,transformers,2022-03-02 23:29:05+00:00,2022-12-14 01:58:20+00:00,"transformers,pytorch,jax,wav2vec2,automatic-speech-recognition,audio,hf-asr-leaderboard,mozilla-foundation/common_voice_6_0,nl,robust-speech-event,speech,xlsr-fine-tuning-week,dataset:common_voice,dataset:mozilla-foundation/common_voice_6_0,doi:10.57967/hf/0203,license:apache-2.0,model-index,endpoints_compatible,deploy:azure,region:us"
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai,699316,1520,text-generation,transformers,2025-01-20 09:04:18+00:00,2025-02-24 03:32:35+00:00,"transformers,safetensors,qwen2,text-generation,conversational,arxiv:2501.12948,license:mit,text-generation-inference,endpoints_compatible,region:us"
microsoft/Phi-tiny-MoE-instruct,microsoft,695935,38,text-generation,transformers,2025-06-23 00:22:56+00:00,2025-12-10 18:21:11+00:00,"transformers,safetensors,phimoe,text-generation,conversational,custom_code,en,arxiv:2506.18349,arxiv:2404.14219,arxiv:2409.12136,license:mit,region:us"
laion/CLIP-ViT-L-14-laion2B-s32B-b82K,laion,695017,64,zero-shot-image-classification,open_clip,2022-09-14 22:51:37+00:00,2024-01-16 22:57:44+00:00,"open_clip,pytorch,tensorboard,safetensors,clip,zero-shot-image-classification,arxiv:2110.09456,arxiv:2111.09883,arxiv:1910.04867,license:mit,region:us"
microsoft/VibeVoice-Realtime-0.5B,microsoft,693922,1232,text-to-speech,transformers,2025-12-04 05:32:08+00:00,2025-12-12 15:35:46+00:00,"transformers,safetensors,vibevoice_streaming,Realtime TTS,Streaming text input,Long-form speech generation,text-to-speech,en,arxiv:2508.19205,arxiv:2412.08635,base_model:Qwen/Qwen2.5-0.5B,base_model:finetune:Qwen/Qwen2.5-0.5B,license:mit,endpoints_compatible,region:us"
llava-hf/llava-v1.6-mistral-7b-hf,llava-hf,693573,310,image-text-to-text,transformers,2024-02-20 08:01:48+00:00,2025-12-22 09:41:22+00:00,"transformers,safetensors,llava_next,image-text-to-text,vision,conversational,en,arxiv:2310.03744,license:apache-2.0,text-generation-inference,endpoints_compatible,region:us"
Salesforce/blip-image-captioning-large,Salesforce,687189,1475,image-to-text,transformers,2022-12-13 11:27:40+00:00,2025-02-03 06:42:42+00:00,"transformers,pytorch,tf,safetensors,blip,image-text-to-text,image-captioning,image-to-text,arxiv:2201.12086,license:bsd-3-clause,endpoints_compatible,region:us"
google/mobilebert-uncased,google,686794,74,,transformers,2022-03-02 23:29:05+00:00,2021-04-19 13:32:58+00:00,"transformers,pytorch,tf,rust,mobilebert,pretraining,en,license:apache-2.0,endpoints_compatible,region:us"
Qwen/Qwen2-Audio-7B-Instruct,Qwen,686118,537,audio-text-to-text,transformers,2024-07-31 09:22:21+00:00,2025-01-12 02:05:48+00:00,"transformers,safetensors,qwen2_audio,text2text-generation,chat,audio,audio-text-to-text,en,arxiv:2407.10759,arxiv:2311.07919,license:apache-2.0,endpoints_compatible,region:us"
Babelscape/wikineural-multilingual-ner,Babelscape,682762,164,token-classification,transformers,2022-03-02 23:29:04+00:00,2023-05-23 08:47:23+00:00,"transformers,pytorch,tensorboard,safetensors,bert,token-classification,named-entity-recognition,sequence-tagger-model,de,en,es,fr,it,nl,pl,pt,ru,multilingual,dataset:Babelscape/wikineural,license:cc-by-nc-sa-4.0,endpoints_compatible,deploy:azure,region:us"
yiyanghkust/finbert-tone,yiyanghkust,678978,219,text-classification,transformers,2022-03-02 23:29:05+00:00,2022-10-17 00:35:39+00:00,"transformers,pytorch,tf,text-classification,financial-sentiment-analysis,sentiment-analysis,en,endpoints_compatible,deploy:azure,region:us"
hustvl/yolos-small,hustvl,676377,94,object-detection,transformers,2022-04-26 09:38:22+00:00,2024-05-08 07:49:12+00:00,"transformers,pytorch,safetensors,yolos,object-detection,vision,dataset:coco,arxiv:2106.00666,license:apache-2.0,endpoints_compatible,deploy:azure,region:us"
google/gemma-4-12B-it,google,675936,876,any-to-any,transformers,2026-05-23 01:17:15+00:00,2026-06-04 11:58:10+00:00,"transformers,safetensors,gemma4_unified,image-text-to-text,any-to-any,base_model:google/gemma-4-12B,base_model:finetune:google/gemma-4-12B,license:apache-2.0,eval-results,endpoints_compatible,region:us"
facebook/esm2_t30_150M_UR50D,facebook,674006,10,fill-mask,transformers,2022-09-27 14:31:08+00:00,2023-03-21 15:05:03+00:00,"transformers,pytorch,tf,safetensors,esm,fill-mask,license:mit,endpoints_compatible,deploy:azure,region:us"
hugging-quants/Llama-3.2-1B-Instruct-Q8_0-GGUF,hugging-quants,671151,46,text-generation,,2024-09-25 15:40:22+00:00,2024-09-25 16:14:40+00:00,"gguf,facebook,meta,pytorch,llama,llama-3,llama-cpp,gguf-my-repo,text-generation,en,de,fr,it,pt,hi,es,th,base_model:meta-llama/Llama-3.2-1B-Instruct,base_model:quantized:meta-llama/Llama-3.2-1B-Instruct,endpoints_compatible,region:us,conversational"
Qwen/Qwen3.5-35B-A3B-GPTQ-Int4,Qwen,671053,88,image-text-to-text,transformers,2026-03-03 07:18:32+00:00,2026-04-24 02:38:59+00:00,"transformers,safetensors,qwen3_5_moe,image-text-to-text,conversational,base_model:Qwen/Qwen3.5-35B-A3B,base_model:quantized:Qwen/Qwen3.5-35B-A3B,license:apache-2.0,endpoints_compatible,4-bit,gptq,deploy:azure,region:us"
google/siglip2-so400m-patch14-384,google,670218,86,zero-shot-image-classification,transformers,2025-02-17 20:54:32+00:00,2025-02-21 04:03:58+00:00,"transformers,safetensors,siglip,vision,zero-shot-image-classification,arxiv:2502.14786,arxiv:2303.15343,arxiv:2209.06794,license:apache-2.0,endpoints_compatible,region:us"
facebook/wav2vec2-lv-60-espeak-cv-ft,facebook,669189,69,automatic-speech-recognition,transformers,2022-03-02 23:29:05+00:00,2023-10-31 13:13:45+00:00,"transformers,pytorch,wav2vec2,automatic-speech-recognition,speech,audio,phoneme-recognition,multilingual,dataset:common_voice,arxiv:2109.11680,license:apache-2.0,endpoints_compatible,deploy:azure,region:us"
livekit/turn-detector,livekit,667907,107,text-classification,transformers,2024-12-07 01:16:27+00:00,2026-02-11 15:04:40+00:00,"transformers,onnx,safetensors,llama,text-generation,voice-ai,turn-detection,end-of-utterance,end-of-turn,conversational-ai,livekit,quantized,knowledge-distillation,text-classification,en,es,fr,de,it,pt,nl,zh,ja,ko,id,tr,ru,hi,base_model:Qwen/Qwen2.5-0.5B-Instruct,base_model:quantized:Qwen/Qwen2.5-0.5B-Instruct,license:other,text-embeddings-inference,endpoints_compatible,deploy:azure,region:us"
meta-llama/Llama-3.3-70B-Instruct,meta-llama,667240,2812,text-generation,transformers,2024-11-26 16:08:47+00:00,2024-12-21 18:28:01+00:00,"transformers,safetensors,llama,text-generation,facebook,meta,pytorch,llama-3,conversational,en,fr,it,pt,hi,es,th,de,arxiv:2204.05149,base_model:meta-llama/Llama-3.1-70B,base_model:finetune:meta-llama/Llama-3.1-70B,license:llama3.3,eval-results,text-generation-inference,endpoints_compatible,region:us"
allenai/unifiedqa-t5-small,allenai,660756,5,,transformers,2022-03-02 23:29:05+00:00,2023-01-24 16:28:05+00:00,"transformers,pytorch,jax,t5,text2text-generation,en,text-generation-inference,endpoints_compatible,deploy:azure,region:us"
intfloat/e5-base,intfloat,656358,25,sentence-similarity,sentence-transformers,2022-12-26 05:58:05+00:00,2023-08-07 04:59:19+00:00,"sentence-transformers,pytorch,safetensors,bert,mteb,Sentence Transformers,sentence-similarity,en,arxiv:2212.03533,arxiv:2104.08663,arxiv:2210.07316,license:mit,model-index,text-embeddings-inference,endpoints_compatible,deploy:azure,region:us"
distilbert/distilbert-base-multilingual-cased,distilbert,653141,243,fill-mask,transformers,2022-03-02 23:29:04+00:00,2024-05-06 13:46:54+00:00,"transformers,pytorch,tf,onnx,safetensors,distilbert,fill-mask,multilingual,af,sq,ar,an,hy,ast,az,ba,eu,bar,be,bn,inc,bs,br,bg,my,ca,ceb,ce,zh,cv,hr,cs,da,nl,en,et,fi,fr,gl,ka,de,el,gu,ht,he,hi,hu,is,io,id,ga,it,ja,jv,kn,kk,ky,ko,la,lv,lt,roa,nds,lm,mk,mg,ms,ml,mr,mn,min,ne,new,nb,nn,oc,fa,pms,pl,pt,pa,ro,ru,sco,sr,scn,sk,sl,aze,es,su,sw,sv,tl,tg,th,ta,tt,te,tr,uk,ud,uz,vi,vo,war,cy,fry,pnb,yo,dataset:wikipedia,arxiv:1910.01108,arxiv:1910.09700,license:apache-2.0,endpoints_compatible,deploy:azure,region:us"
Alibaba-NLP/gte-base-en-v1.5,Alibaba-NLP,651106,71,sentence-similarity,transformers,2024-04-20 02:53:42+00:00,2024-11-15 14:10:57+00:00,"transformers,onnx,safetensors,new,image-feature-extraction,sentence-transformers,gte,mteb,transformers.js,sentence-similarity,custom_code,en,arxiv:2407.19669,arxiv:2308.03281,license:apache-2.0,model-index,text-embeddings-inference,endpoints_compatible,region:us"
google/gemma-4-E4B,google,650176,307,any-to-any,transformers,2026-03-02 19:57:53+00:00,2026-06-03 08:47:46+00:00,"transformers,safetensors,gemma4,image-text-to-text,any-to-any,license:apache-2.0,endpoints_compatible,region:us"
biohub/ESMC-6B,biohub,648762,13,fill-mask,transformers,2026-05-19 23:26:54+00:00,2026-06-03 18:43:07+00:00,"transformers,safetensors,esmc,fill-mask,biology,esm,protein,protein-language-model,protein-embeddings,masked-language-modeling,transfer-learning,variant-effect-prediction,protein-engineering,en,license:mit,license:other,endpoints_compatible,region:us"
kaitchup/Phi-3-mini-4k-instruct-gptq-4bit,kaitchup,647541,2,text-generation,transformers,2024-04-25 06:48:14+00:00,2024-04-25 06:49:29+00:00,"transformers,safetensors,phi3,text-generation,conversational,custom_code,arxiv:1910.09700,text-generation-inference,endpoints_compatible,4-bit,gptq,region:us"
lmg-anon/vntl-llama3-8b-v2-gguf,lmg-anon,644558,14,translation,,2025-01-02 11:48:03+00:00,2025-01-02 11:59:48+00:00,"gguf,translation,ja,en,dataset:lmg-anon/VNTL-v5-1k,base_model:rinna/llama-3-youko-8b,base_model:quantized:rinna/llama-3-youko-8b,license:llama3,endpoints_compatible,region:us,conversational"
jinaai/jina-embeddings-v2-base-code,jinaai,642421,139,feature-extraction,sentence-transformers,2023-11-17 20:24:31+00:00,2025-01-06 16:28:09+00:00,"sentence-transformers,pytorch,onnx,safetensors,bert,fill-mask,feature-extraction,sentence-similarity,mteb,transformers,transformers.js,custom_code,en,dataset:allenai/c4,arxiv:2108.12409,arxiv:2310.19923,license:apache-2.0,text-embeddings-inference,region:eu"
SWivid/F5-TTS,SWivid,640490,1177,text-to-speech,f5-tts,2024-10-07 14:37:58+00:00,2025-03-21 05:05:00+00:00,"f5-tts,text-to-speech,dataset:amphion/Emilia-Dataset,arxiv:2410.06885,license:cc-by-nc-4.0,region:us"
autogluon/mitra-regressor,autogluon,635490,29,tabular-regression,,2025-06-22 23:29:18+00:00,2025-11-19 21:21:26+00:00,"safetensors,tabular-regression,arxiv:2510.21204,license:apache-2.0,region:us"
meta-llama/Llama-3.1-70B-Instruct,meta-llama,635487,922,text-generation,transformers,2024-07-16 16:07:46+00:00,2024-12-15 01:55:33+00:00,"transformers,safetensors,llama,text-generation,facebook,meta,pytorch,llama-3,conversational,en,de,fr,it,pt,hi,es,th,arxiv:2204.05149,base_model:meta-llama/Llama-3.1-70B,base_model:finetune:meta-llama/Llama-3.1-70B,license:llama3.1,eval-results,text-generation-inference,endpoints_compatible,region:us"
nvidia/Qwen3.5-397B-A17B-NVFP4,nvidia,632948,100,text-generation,Model Optimizer,2026-02-16 19:27:14+00:00,2026-03-30 21:42:34+00:00,"Model Optimizer,safetensors,qwen3_5_moe,nvidia,ModelOpt,Qwen3.5,quantized,FP4,fp4,text-generation,conversational,base_model:Qwen/Qwen3.5-397B-A17B,base_model:quantized:Qwen/Qwen3.5-397B-A17B,license:apache-2.0,modelopt,region:us"
EleutherAI/gpt-neox-20b,EleutherAI,631106,584,text-generation,transformers,2022-04-07 20:28:29+00:00,2024-01-31 20:30:35+00:00,"transformers,pytorch,safetensors,gpt_neox,text-generation,causal-lm,en,dataset:EleutherAI/pile,arxiv:2204.06745,arxiv:2101.00027,arxiv:2201.07311,arxiv:2104.09864,license:apache-2.0,text-generation-inference,endpoints_compatible,deploy:azure,region:us"
lxyuan/distilbert-base-multilingual-cased-sentiments-student,lxyuan,628841,312,text-classification,transformers,2023-05-05 16:22:55+00:00,2025-03-03 02:06:53+00:00,"transformers,pytorch,onnx,safetensors,distilbert,text-classification,sentiment-analysis,zero-shot-distillation,distillation,zero-shot-classification,debarta-v3,en,ar,de,es,fr,ja,zh,id,hi,it,ms,pt,dataset:tyqiangz/multilingual-sentiments,doi:10.57967/hf/1422,license:apache-2.0,text-embeddings-inference,endpoints_compatible,region:us"
Qwen/Qwen2-7B-Instruct,Qwen,628738,687,text-generation,transformers,2024-06-04 10:07:03+00:00,2024-08-21 10:29:04+00:00,"transformers,safetensors,qwen2,text-generation,chat,conversational,en,arxiv:2309.00071,base_model:Qwen/Qwen2-7B,base_model:finetune:Qwen/Qwen2-7B,license:apache-2.0,eval-results,text-generation-inference,endpoints_compatible,deploy:azure,region:us"
DavidAU/Qwen3.6-27B-Heretic-Uncensored-FINETUNE-NEO-CODE-Di-IMatrix-MAX-GGUF,DavidAU,627797,294,image-text-to-text,,2026-04-29 02:37:13+00:00,2026-05-14 00:27:54+00:00,"gguf,unsloth,heretic,uncensored,abliterated,fine tune,creative,creative writing,fiction writing,plot generation,sub-plot generation,story generation,scene continue,storytelling,fiction story,science fiction,romance,all genres,story,writing,vivid prosing,vivid writing,fiction,roleplaying,bfloat16,all use cases,image-text-to-text,en,zh,base_model:DavidAU/Qwen3.6-27B-Heretic2-Uncensored-Finetune-Thinking,base_model:quantized:DavidAU/Qwen3.6-27B-Heretic2-Uncensored-Finetune-Thinking,license:apache-2.0,endpoints_compatible,region:us,imatrix,conversational"
Helsinki-NLP/opus-mt-es-en,Helsinki-NLP,627652,80,translation,transformers,2022-03-02 23:29:04+00:00,2023-08-16 11:32:34+00:00,"transformers,pytorch,tf,marian,text2text-generation,translation,es,en,license:apache-2.0,endpoints_compatible,deploy:azure,region:us"
dbmdz/bert-large-cased-finetuned-conll03-english,dbmdz,627309,96,token-classification,transformers,2022-03-02 23:29:05+00:00,2023-09-06 22:17:56+00:00,"transformers,pytorch,tf,jax,rust,safetensors,bert,token-classification,endpoints_compatible,deploy:azure,region:us"
google-bert/bert-base-chinese,google-bert,626486,1434,fill-mask,transformers,2022-03-02 23:29:04+00:00,2025-07-03 11:58:48+00:00,"transformers,pytorch,tf,jax,safetensors,bert,fill-mask,zh,arxiv:1810.04805,license:apache-2.0,endpoints_compatible,deploy:azure,region:us"
yuvalkirstain/PickScore_v1,yuvalkirstain,621176,52,zero-shot-image-classification,transformers,2023-04-24 08:08:20+00:00,2023-05-08 08:32:12+00:00,"transformers,pytorch,safetensors,clip,zero-shot-image-classification,arxiv:2305.01569,endpoints_compatible,region:us"
ByteDance-Seed/UI-TARS-1.5-7B,ByteDance-Seed,621092,562,image-text-to-text,transformers,2025-04-16 09:40:50+00:00,2025-04-18 01:35:38+00:00,"transformers,safetensors,qwen2_5_vl,image-text-to-text,multimodal,gui,conversational,en,arxiv:2501.12326,arxiv:2404.07972,arxiv:2409.08264,arxiv:2401.13919,arxiv:2504.01382,arxiv:2405.14573,arxiv:2410.23218,arxiv:2504.07981,license:apache-2.0,eval-results,text-generation-inference,endpoints_compatible,deploy:azure,region:us"
nvidia/llama-nemotron-embed-1b-v2,nvidia,620633,57,image-feature-extraction,sentence-transformers,2025-10-16 22:44:33+00:00,2026-05-20 18:24:18+00:00,"sentence-transformers,pytorch,safetensors,llama_bidirec,image-feature-extraction,text,text-embeddings,retrieval,semantic-search,transformers,custom_code,multilingual,arxiv:2407.15831,license:other,region:us"
HauhauCS/Gemma-4-E4B-Uncensored-HauhauCS-Aggressive,HauhauCS,619943,769,image-text-to-text,,2026-04-02 22:29:19+00:00,2026-04-06 03:50:35+00:00,"gguf,uncensored,gemma4,abliterated,vision,multimodal,audio,image-text-to-text,en,multilingual,license:gemma,endpoints_compatible,region:us,imatrix,conversational"
HuggingFaceTB/SmolVLM2-500M-Video-Instruct,HuggingFaceTB,619691,148,image-text-to-text,transformers,2025-02-11 07:06:38+00:00,2025-04-08 07:25:40+00:00,"transformers,onnx,safetensors,smolvlm,image-text-to-text,conversational,en,dataset:HuggingFaceM4/the_cauldron,dataset:HuggingFaceM4/Docmatix,dataset:lmms-lab/LLaVA-OneVision-Data,dataset:lmms-lab/M4-Instruct-Data,dataset:HuggingFaceFV/finevideo,dataset:MAmmoTH-VL/MAmmoTH-VL-Instruct-12M,dataset:lmms-lab/LLaVA-Video-178K,dataset:orrzohar/Video-STaR,dataset:Mutonix/Vript,dataset:TIGER-Lab/VISTA-400K,dataset:Enxin/MovieChat-1K_train,dataset:ShareGPT4Video/ShareGPT4Video,arxiv:2504.05299,base_model:HuggingFaceTB/SmolVLM-500M-Instruct,base_model:quantized:HuggingFaceTB/SmolVLM-500M-Instruct,license:apache-2.0,endpoints_compatible,region:us"
nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-NVFP4,nvidia,618931,155,text-generation,transformers,2025-12-20 09:12:40+00:00,2026-03-15 04:27:10+00:00,"transformers,safetensors,nemotron_h,text-generation,nvidia,pytorch,conversational,custom_code,en,es,fr,de,ja,it,dataset:nvidia/Nemotron-Pretraining-Code-v1,dataset:nvidia/Nemotron-CC-v2,dataset:nvidia/Nemotron-Pretraining-SFT-v1,dataset:nvidia/Nemotron-CC-Math-v1,dataset:nvidia/Nemotron-Pretraining-Code-v2,dataset:nvidia/Nemotron-Pretraining-Specialized-v1,dataset:nvidia/Nemotron-CC-v2.1,dataset:nvidia/Nemotron-CC-Code-v1,dataset:nvidia/Nemotron-Pretraining-Dataset-sample,dataset:nvidia/Nemotron-Competitive-Programming-v1,dataset:nvidia/Nemotron-Math-v2,dataset:nvidia/Nemotron-Agentic-v1,dataset:nvidia/Nemotron-Math-Proofs-v1,dataset:nvidia/Nemotron-Instruction-Following-Chat-v1,dataset:nvidia/Nemotron-Science-v1,dataset:nvidia/Nemotron-3-Nano-RL-Training-Blend,arxiv:2512.20848,arxiv:2512.20856,arxiv:2601.20088,base_model:nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16,base_model:quantized:nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16,license:other,endpoints_compatible,8-bit,region:us"
ggml-org/models-moved,ggml-org,618747,13,,,2023-12-18 17:40:16+00:00,2025-10-28 10:43:38+00:00,"gguf,endpoints_compatible,region:us"
PaddlePaddle/PP-OCRv5_server_det,PaddlePaddle,617471,68,image-to-text,PaddleOCR,2025-06-04 12:28:02+00:00,2025-07-22 10:03:07+00:00,"PaddleOCR,OCR,PaddlePaddle,textline_detection,image-to-text,en,zh,arxiv:1212.1442,license:apache-2.0,region:us"
Helsinki-NLP/opus-mt-tr-en,Helsinki-NLP,615669,60,translation,transformers,2022-03-02 23:29:04+00:00,2023-08-16 12:07:23+00:00,"transformers,pytorch,tf,marian,text2text-generation,translation,tr,en,license:apache-2.0,endpoints_compatible,deploy:azure,region:us"
openbmb/MiniCPM-V-4.6,openbmb,615509,1104,image-text-to-text,transformers,2026-04-13 09:12:47+00:00,2026-06-04 12:16:23+00:00,"transformers,safetensors,minicpmv4_6,image-text-to-text,minicpm-v,multimodal,On-Device Model,lightweight,conversational,arxiv:2604.27393,arxiv:2509.18154,arxiv:2408.01800,arxiv:2605.08985,license:apache-2.0,endpoints_compatible,region:us"
unsloth/Qwen3-4B,unsloth,613308,19,,,2025-04-28 07:43:09+00:00,2025-05-13 19:32:35+00:00,"safetensors,qwen3,unsloth,arxiv:2309.00071,base_model:Qwen/Qwen3-4B,base_model:finetune:Qwen/Qwen3-4B,region:us"
oliverguhr/fullstop-punctuation-multilang-large,oliverguhr,613248,177,token-classification,transformers,2022-03-02 23:29:05+00:00,2023-11-16 09:35:35+00:00,"transformers,pytorch,tf,onnx,safetensors,xlm-roberta,token-classification,punctuation prediction,punctuation,en,de,fr,it,multilingual,dataset:wmt/europarl,license:mit,endpoints_compatible,deploy:azure,region:us"
unsloth/gemma-4-31B-it-GGUF,unsloth,613146,489,image-text-to-text,,2026-04-01 14:40:18+00:00,2026-06-09 14:49:01+00:00,"gguf,gemma4,unsloth,gemma,google,image-text-to-text,base_model:google/gemma-4-31B-it,base_model:quantized:google/gemma-4-31B-it,license:apache-2.0,endpoints_compatible,region:us,imatrix,conversational"
mistralai/Ministral-3-3B-Instruct-2512,mistralai,611566,245,,vllm,2025-10-31 08:43:46+00:00,2026-01-15 11:15:08+00:00,"vllm,safetensors,mistral3,mistral-common,en,fr,es,de,it,pt,nl,zh,ja,ko,ar,arxiv:2601.08584,base_model:mistralai/Ministral-3-3B-Base-2512,base_model:quantized:mistralai/Ministral-3-3B-Base-2512,license:apache-2.0,fp8,region:us"
DavidAU/Qwen3.6-40B-Claude-4.6-Opus-Deckard-Heretic-Uncensored-Thinking-NEO-CODE-Di-IMatrix-MAX-GGUF,DavidAU,611065,275,image-text-to-text,transformers,2026-05-01 00:29:29+00:00,2026-05-15 08:39:20+00:00,"transformers,gguf,unsloth,fine tune,heretic,uncensored,abliterated,multi-stage tuned.,all use cases,coder,creative,creative writing,fiction writing,plot generation,sub-plot generation,story generation,scene continue,storytelling,fiction story,science fiction,romance,all genres,story,writing,vivid prosing,vivid writing,fiction,roleplaying,bfloat16,imatrix,neo imatrix,di-matrix,image-text-to-text,en,zh,dataset:TeichAI/claude-4.5-opus-high-reasoning-250x,dataset:DavidAU/PkDick-Deckard-5-Datasets,base_model:DavidAU/Qwen3.6-40B-Claude-4.6-Opus-Deckard-Heretic-Uncensored-Thinking,base_model:quantized:DavidAU/Qwen3.6-40B-Claude-4.6-Opus-Deckard-Heretic-Uncensored-Thinking,license:apache-2.0,endpoints_compatible,region:us,conversational"
Comfy-Org/Qwen-Image-Edit_ComfyUI,Comfy-Org,610913,408,,diffusion-single-file,2025-08-19 02:18:21+00:00,2026-02-14 07:44:25+00:00,"diffusion-single-file,comfyui,license:apache-2.0,region:us"
cardiffnlp/twitter-roberta-base-sentiment,cardiffnlp,609493,337,text-classification,transformers,2022-03-02 23:29:05+00:00,2023-01-20 09:52:13+00:00,"transformers,pytorch,tf,jax,roberta,text-classification,en,dataset:tweet_eval,arxiv:2010.12421,endpoints_compatible,deploy:azure,region:us"
briaai/RMBG-2.0,briaai,607166,1253,image-segmentation,transformers,2024-10-29 12:14:36+00:00,2026-04-06 15:27:43+00:00,"transformers,pytorch,onnx,safetensors,image-segmentation,remove background,background,background-removal,Pytorch,vision,legal liability,transformers.js,custom_code,license:other,region:us"
amazon/chronos-t5-base,amazon,605406,44,time-series-forecasting,chronos-forecasting,2024-02-21 10:13:39+00:00,2025-11-21 12:56:17+00:00,"chronos-forecasting,safetensors,t5,time series,forecasting,pretrained models,foundation models,time series foundation models,time-series,time-series-forecasting,arxiv:2403.07815,arxiv:1910.10683,license:apache-2.0,region:us"
microsoft/Phi-3-mini-4k-instruct,microsoft,602831,1431,text-generation,transformers,2024-04-22 16:18:17+00:00,2025-12-10 20:22:18+00:00,"transformers,safetensors,phi3,text-generation,nlp,code,conversational,custom_code,en,fr,license:mit,eval-results,text-generation-inference,endpoints_compatible,region:us"
jinaai/jina-bert-flash-implementation,jinaai,602786,5,,transformers,2024-02-21 11:19:46+00:00,2024-05-31 12:41:05+00:00,"transformers,bert,custom_code,endpoints_compatible,region:eu"
Salesforce/SFR-Embedding-2_R,Salesforce,601307,94,feature-extraction,sentence-transformers,2024-06-14 19:34:13+00:00,2025-02-04 21:05:42+00:00,"sentence-transformers,safetensors,mistral,feature-extraction,mteb,transformers,en,license:cc-by-nc-4.0,model-index,text-embeddings-inference,endpoints_compatible,deploy:azure,region:us"
